Level,Date and Time,Source,Event ID,Task Category
Warning,07-09-2016 05:40:15 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,07-09-2016 05:40:08 PM,Microsoft-Windows-Dhcp-Client,1002,Address Configuration State Event,The IP address lease 192.168.0.109 for the Network Card with network address 0xC038969860C7 has been denied by the DHCP server 192.168.0.1 (The DHCP Server sent a DHCPNACK message).
Error,07-09-2016 05:39:17 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,07-09-2016 05:18:39 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,07-09-2016 05:18:34 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Error,07-09-2016 05:18:29 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,07-09-2016 05:18:24 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 05:13:58 PM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name my.naukri.com timed out after none of the configured DNS servers responded.
Error,07-09-2016 05:05:02 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=UserLogon;SessionId=5"
Warning,07-09-2016 05:04:59 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=UserLogon(5)"
Error,07-09-2016 05:04:47 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8D8F4F83-3594-4F07-8369-FC3C3CAE4919}
 and APPID 
{F72671A9-012C-4725-9D2F-2A4D32D65169}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,07-09-2016 05:04:13 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007139F
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=NetworkAvailable"
Warning,07-09-2016 05:04:10 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=NetworkAvailable"
Warning,07-09-2016 03:00:39 PM,Microsoft-Windows-Security-SPP,8233,None,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = d450596f-894d-49e0-966a-fd39ed4c4c64
Trigger=TimerEvent"
Error,07-09-2016 03:00:15 PM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x8007007B
Command-line arguments:
RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=73111121-5638-40f6-bc11-f1d7b0d64300;NotificationInterval=1440;Trigger=TimerEvent"
